Video,Genus,Species,Development,f_head,f_body ,m_head,m_body
Ret_kan_FM_B_05,Reticulitermes,kanmonensis,TW,0.916155,5.920965,0.898605,5.479605
Ret_kan_FM_B_06,Reticulitermes,kanmonensis,TW,0.949275,6.007815,0.96777,5.401215
Ret_kan_FM_B_07,Reticulitermes,kanmonensis,TW,0.88011,5.56227,0.905895,5.381505
Ret_kan_FM_B_08,Reticulitermes,kanmonensis,TW,0.93015,6.20577,0.92772,5.45382
Ret_kan_FM_B_09,Reticulitermes,kanmonensis,TW,0.901125,5.94,0.93015,5.516505
Ret_kan_FM_B_10,Reticulitermes,kanmonensis,TW,0.91116,5.555115,0.90909,5.40936
Ret_kan_FM_B_11,Reticulitermes,kanmonensis,TW,0.955125,5.887305,0.954585,5.23674
Ret_kan_FM_B_12,Reticulitermes,kanmonensis,TW,0.90702,5.5026,0.884115,5.559075
Ret_kan_FM_B_13,Reticulitermes,kanmonensis,TW,0.91242,5.829075,0.900495,5.44797
Ret_kan_FM_B_14,Reticulitermes,kanmonensis,TW,0.92277,5.65731,0.941535,5.536935
Ret_kan_FM_B_15,Reticulitermes,kanmonensis,TW,0.865575,5.89455,0.85617,5.129865
Ret_kan_FM_B_16,Reticulitermes,kanmonensis,TW,0.92772,5.49,0.913905,5.445765
Cop_lac_NM23122_FM_01,Coptotermes,lacteus,TW,1.15254,7.731765,1.240965,7.42158
Cop_lac_NM23122_FM_02,Coptotermes,lacteus,TW,1.311975,7.44678,1.125,6.945885
Cop_lac_NM23122_FM_03,Coptotermes,lacteus,TW,1.188045,7.41627,1.248615,7.21701
Cop_lac_NM23122_FM_04,Coptotermes,lacteus,TW,1.29798,7.5798,1.1286,7.12764
Cop_lac_NM23122_FM_05,Coptotermes,lacteus,TW,1.147275,7.69923,1.1889,7.36632
Cop_lac_NM23122_FM_06,Coptotermes,lacteus,TW,1.188045,7.91847,1.21167,7.48638
Cop_lac_NM23122_FM_07,Coptotermes,lacteus,TW,1.210815,7.77825,1.20915,7.31178
Cop_lac_NM23122_FM_08,Coptotermes,lacteus,TW,1.181205,7.342605,1.1889,6.876045
Cop_lac_NM23122_FM_09,Coptotermes,lacteus,TW,1.215855,7.717995,1.15695,7.238835
Cop_lac_NM23122_FM_10,Coptotermes,lacteus,TW,1.189935,7.31178,1.179045,7.16193
Cop_lac_NM23122_FM_11,Coptotermes,lacteus,TW,1.192725,7.338735,1.305,7.000335
Cop_lac_NM23122_FM_12,Coptotermes,lacteus,TW,1.088415,7.52832,1.170855,7.208145
Cop_lac_NM23122_FM_13,Coptotermes,lacteus,TW,1.1286,7.34175,1.159785,7.085835
Cop_lac_NM23122_FM_14,Coptotermes,lacteus,TW,1.18377,7.09605,1.209555,7.5168
Cop_lac_NM23122_FM_15,Coptotermes,lacteus,TW,1.289385,7.812,1.1277,7.105005
Cop_lac_NM23122_FM_16,Coptotermes,lacteus,TW,1.19142,7.184835,1.263195,7.18677
Cop_lac_NM23122_FM_17,Coptotermes,lacteus,TW,1.188045,7.165755,1.17,7.116975
Cop_lac_NM23122_FM_18,Coptotermes,lacteus,TW,1.16739,7.883595,1.11141,7.07247
Cop_lac_NM23122_FM_19,Coptotermes,lacteus,TW,1.15344,7.263,1.16154,7.33626
Cop_lac_NM23122_FM_20,Coptotermes,lacteus,TW,1.108215,7.570845,1.173465,7.211385
Ret_fla_A_FM_01,Reticulitermes,flavipes,TW,0.949275,5.583825,0.963045,5.365395
Ret_fla_A_FM_02,Reticulitermes,flavipes,TW,0.936405,5.427675,0.91116,5.43366
Ret_fla_A_FM_03,Reticulitermes,flavipes,TW,1.027125,5.91048,1.041075,4.767975
Ret_fla_A_FM_04,Reticulitermes,flavipes,TW,0.949275,5.728995,1.053405,5.733225
Ret_fla_A_FM_05,Reticulitermes,flavipes,TW,0.966465,5.85846,1.015245,5.780025
Ret_fla_B_FM_01,Reticulitermes,flavipes,TW,1.08747,5.76018,1.089315,5.567085
Ret_fla_B_FM_02,Reticulitermes,flavipes,TW,0.99,5.315715,1.038915,5.81355
Ret_fla_B_FM_03,Reticulitermes,flavipes,TW,1.083735,5.794335,0.9045,5.735745
Ret_fla_B_FM_04,Reticulitermes,flavipes,TW,1.08234,5.62284,0.973755,5.66271
Ret_fla_B_FM_05,Reticulitermes,flavipes,TW,1.053405,5.76441,1.01844,5.16978
Ret_fla_C_FM_01,Reticulitermes,flavipes,TW,1.03599,5.97825,1.09584,5.675715
Ret_fla_C_FM_02,Reticulitermes,flavipes,TW,1.088415,5.49405,1.088415,5.19453
Ret_fla_C_FM_03,Reticulitermes,flavipes,TW,1.106865,5.724045,1.006245,5.557095
Ret_fla_C_FM_04,Reticulitermes,flavipes,TW,0.994095,5.496615,0.963045,5.699205
Ret_fla_C_FM_05,Reticulitermes,flavipes,TW,1.02024,5.573115,1.088415,5.71572
Ret_fla_D_FM_01,Reticulitermes,flavipes,TW,1.006245,5.90445,0.966465,5.516505
Ret_fla_D_FM_02,Reticulitermes,flavipes,TW,1.089315,6.03153,1.02024,5.76018
Ret_fla_D_FM_03,Reticulitermes,flavipes,TW,0.94608,5.888835,1.050525,6.00543
Ret_fla_D_FM_04,Reticulitermes,flavipes,TW,1.054395,6.119505,1.050525,6.09831
Ret_fla_D_FM_05,Reticulitermes,flavipes,TW,1.043775,6.256935,1.06965,5.757525
Ret_fla_E_FM_01,Reticulitermes,flavipes,TW,0.91008,5.452425,0.94608,5.72049
Ret_fla_E_FM_02,Reticulitermes,flavipes,TW,1.046655,6.04359,0.99918,6.08418
Ret_fla_E_FM_03,Reticulitermes,flavipes,TW,0.98847,5.644665,0.973485,5.993775
Ret_fla_E_FM_04,Reticulitermes,flavipes,TW,1.03599,5.96736,1.03599,5.86728
Ret_fla_E_FM_05,Reticulitermes,flavipes,TW,1.15254,5.761575,1.02618,5.33682
Inc_sny_A_FM_01,Incisitermes,snyderi,Pseudergate,1.33569,6.760935,1.342485,7.383285
Inc_sny_A_FM_02,Incisitermes,snyderi,Pseudergate,1.342485,7.34616,1.308105,7.477605
Inc_sny_A_FM_03,Incisitermes,snyderi,Pseudergate,1.35,8.23932,1.3716,7.62534
Inc_sny_A_FM_04,Incisitermes,snyderi,Pseudergate,1.39788,8.502255,1.485675,7.11639
Inc_sny_B_FM_01,Incisitermes,snyderi,Pseudergate,1.32426,8.152965,1.413045,8.20629
Inc_sny_B_FM_02,Incisitermes,snyderi,Pseudergate,1.3716,7.470135,1.37745,8.55144
Inc_sny_B_FM_03,Incisitermes,snyderi,Pseudergate,1.33641,8.084475,1.215855,8.14986
Inc_sny_B_FM_04,Incisitermes,snyderi,Pseudergate,1.207485,8.52345,1.413045,8.13393
Inc_sny_B_FM_05,Incisitermes,snyderi,Pseudergate,1.33263,8.131185,1.46511,8.880525
Inc_sny_B_FM_06,Incisitermes,snyderi,Pseudergate,1.33794,7.780725,1.308105,7.83207
Par_sim_FM_180711_01,Paraneotermes ,simplicicornis,Pseudergate,0.614115,4.2453,0.620685,4.24863
Par_sim_FM_180711_02,Paraneotermes ,simplicicornis,Pseudergate,0.765,4.195215,0.748935,4.022235
Par_sim_FM_180711_03,Paraneotermes ,simplicicornis,Pseudergate,0.770265,4.747545,0.70074,4.398795
Par_sim_FM_180711_04,Paraneotermes ,simplicicornis,Pseudergate,0.70434,4.217535,0.780075,3.925575
Par_sim_FM_180711_05,Paraneotermes ,simplicicornis,Pseudergate,0.69921,4.230045,0.69786,4.208985
Par_sim_FM_180711_06,Paraneotermes ,simplicicornis,Pseudergate,0.81126,4.320225,0.664425,3.856635
Ami_par_KK23-117_FM_01,Amitermes,parvulus,TW,0.869085,5.28057,0.901125,5.71923
Ami_par_KK23-117_FM_02,Amitermes,parvulus,TW,0.855,5.056245,0.85383,5.44203
Ami_par_KK23-117_FM_03,Amitermes,parvulus,TW,0.92331,5.29263,0.829755,5.541075
Ami_par_KK23-117_FM_04,Amitermes,parvulus,TW,0.86148,5.08491,0.92331,4.934655
Ami_par_KK23-117_FM_05,Amitermes,parvulus,TW,0.829755,5.152275,0.84906,5.65803
Ami_par_KK23-117_FM_06,Amitermes,parvulus,TW,0.936405,5.06007,0.991035,5.588865
Ami_par_KK23-117_FM_07,Amitermes,parvulus,TW,0.869085,5.60502,0.882405,5.113575
Ami_par_KK23-117_FM_08,Amitermes,parvulus,TW,0.89577,5.65587,0.76797,5.484195
Ami_par_KK23-117_FM_09,Amitermes,parvulus,TW,0.90702,5.217885,0.973485,5.836995
Ami_par_KK23-117_FM_10,Amitermes,parvus,TW,0.92772,5.309415,0.98694,5.4828
Mac_sun_NM23139_01,Macrognathtermes,sunteri,TW,0.829755,4.77,0.7875,4.77189
Mac_sun_NM23139_02,Macrognathtermes,sunteri,TW,0.87777,5.04081,0.88011,4.51143
Mac_sun_NM23139_03,Macrognathtermes,sunteri,TW,0.747945,4.749795,0.806535,4.811535
Mac_sun_NM23139_04,Macrognathtermes,sunteri,TW,0.84069,4.7421,0.901125,4.8051
Mac_sun_NM23139_05,Macrognathtermes,sunteri,TW,0.88011,5.10417,0.924165,4.845195
Mac_sun_NM23139_06,Macrognathtermes,sunteri,TW,0.817785,4.92705,0.941535,4.911525
Mac_sun_NM23139_07,Macrognathtermes,sunteri,TW,0.84339,4.975155,0.973485,4.711905
Mac_sun_NM23139_08,Macrognathtermes,sunteri,TW,0.837045,4.863555,0.78516,4.512105
Mas_dar_KK23-129_FM_90_01,Mastotermes,dawinensis,TW,2.499435,16.264665,2.69586,16.654905
Mas_dar_KK23-129_FM_90_02,Mastotermes,dawinensis,TW,2.5713,16.21008,2.662605,14.752125
Mas_dar_KK23-129_FM_90_03,Mastotermes,dawinensis,TW,2.634705,16.736715,2.81889,16.11306
Mas_dar_KK23-129_FM_90_04,Mastotermes,dawinensis,TW,NA,NA,NA,NA
Mas_dar_KK23-129_FM_90_05,Mastotermes,dawinensis,TW,2.579175,16.5231,2.739465,15.35688
Mas_dar_KK23-129_FM_90_06,Mastotermes,dawinensis,TW,2.590155,14.55624,2.45817,15.745635
Mas_dar_KK23-129_FM_90_07,Mastotermes,dawinensis,TW,2.746485,14.92218,2.47869,14.855445
Mas_dar_KK23-129_FM_90_08,Mastotermes,dawinensis,TW,2.50065,16.199145,2.48967,16.010685
Mas_dar_KK23-129_FM_90_09,Mastotermes,dawinensis,TW,NA,NA,NA,NA
Mas_dar_KK23-129_FM_90_10,Mastotermes,dawinensis,TW,2.32308,15.64713,2.338695,14.27247
